,SHANGHAI SE A SHARE - PRICE INDEX,MSCI INDONESIA - PRICE INDEX,KOREA SE COMPOSITE (KOSPI) - PRICE INDEX,MSCI MALAYSIA - PRICE INDEX,PHILIPPINE SE I(PSEi) - PRICE INDEX,TAIWAN SE WEIGHED TAIEX - PRICE INDEX,MSCI THAILAND - PRICE INDEX
3/09/2010,2781.98,4169.832,1780.02,525.169,3734.7,7830.21,364.028
6/09/2010,2825.034,4233.607,1792.42,525.442,3744.01,7890.95,365.71
7/09/2010,2827.137,4252.831,1787.74,525.472,3775.42,7884.4,363.588
8/09/2010,2823.916,4252.831,1779.22,524.519,3804.73,7851.31,363.575
9/09/2010,2783.096,4252.831,1784.36,526.233,3902.56,7835.54,363.177
10/09/2010,2790.199,4252.831,1802.58,526.233,3902.56,7890.11,363.066
13/09/2010,2816.521,4252.831,1818.86,533.946,3972.6,8091.3,368.728
14/09/2010,2816.748,4252.831,1815.25,539.447,3968.29,8132.6,360.176
15/09/2010,2778.913,4482.195,1823.88,538.533,3973.48,8163.82,359.016
16/09/2010,2726.5,4431.219,1811.85,538.533,4005.46,8099.75,360.629
17/09/2010,2722.571,4473.038,1827.35,536.73,3979.35,8158.33,360.599
20/09/2010,2712.04,4436.332,1832.63,538.147,4053.32,8186.96,360.72
21/09/2010,2714.959,4418.51,1832.63,541.864,4087.96,8196.4,368.006
22/09/2010,2714.959,4391.007,1832.63,541.41,4054.18,8196.4,374.107
23/09/2010,2714.959,4377.471,1832.63,535.025,4067.43,8202.54,375.678
24/09/2010,2714.959,4470.111,1846.6,532.727,4078.87,8166.62,376.166
27/09/2010,2753.04,4556.729,1860.83,537.774,4122.828,8191.54,382.545
28/09/2010,2735.582,4534.009,1855.97,535.853,4123.949,8189.44,381.943
29/09/2010,2734.808,4553.273,1866.45,536.641,4111.047,8240.89,387.16
30/09/2010,2782.023,4553.153,1872.81,537.593,4100.066,8237.78,391.666
1/10/2010,2782.023,4637.178,1876.73,538.586,4111.988,8244.18,392.46
4/10/2010,2782.023,4675.805,1879.29,537.43,4188.309,8246.1,389.404
5/10/2010,2782.023,4682.584,1878.94,541.109,4171.867,8200.43,390.281
6/10/2010,2782.023,4694.134,1903.95,544.026,4196.727,8284.03,397.261
7/10/2010,2782.023,4662.001,1900.85,544.982,4245.047,8283.92,394.199
8/10/2010,2869.228,4592.02,1897.07,544.756,4236.977,8244.19,390.254
11/10/2010,2940.826,4592.308,1889.91,547.303,4218.789,8176.76,396.804
12/10/2010,2977.1,4602.304,1868.04,547.069,4166.52,8090.22,396.492
13/10/2010,2998.028,4659.396,1876.15,551.108,4194.059,8106.66,403.327
14/10/2010,3017.406,4677.464,1899.76,551.328,4233.379,8215.45,401.942
15/10/2010,3113.657,4630.28,1902.29,548.895,4216.348,8205.3,401.822
18/10/2010,3097.018,4587.451,1875.42,545.435,4215.109,8060.54,393.954
19/10/2010,3145.84,4618.219,1857.32,548.66,4191.25,8046.23,397.744
20/10/2010,3147.94,4607.447,1870.44,548.193,4191.957,8124.62,394.039
21/10/2010,3126.337,4603.174,1874.69,550.265,4249.168,8131.23,395.166
22/10/2010,3117.198,4627.649,1897.31,550.339,4286.867,8168.06,397.829
25/10/2010,3197.238,4693.919,1915.71,550.648,4286.867,8306.98,397.829
26/10/2010,3186.851,4716.007,1919.41,552.841,4279.527,8343.23,400.344
27/10/2010,3140.067,4678.338,1909.54,553.604,4285.066,8291.04,393.777
28/10/2010,3135.335,4675.253,1907.87,553.476,4260.688,8354.05,394.875
29/10/2010,3120.803,4681.854,1882.95,556.002,4268.738,8287.09,393.806
1/11/2010,3199.485,4694.881,1914.74,557.23,4268.738,8379.75,402.498
2/11/2010,3190.516,4654.98,1918.04,555.927,4341.738,8344.76,402.365
3/11/2010,3175.394,4614.072,1935.97,556.718,4381.859,8293.9,408.663
4/11/2010,3233.969,4638.05,1942.5,558.261,4397.297,8357.85,418.426
5/11/2010,3278.45,4672.265,1938.96,558.261,4349.109,8449.34,424.799
8/11/2010,3309.763,4728.646,1942.41,560.865,4295.625,8430.58,429.387
9/11/2010,3283.814,4785.296,1947.46,563.439,4266.449,8445.63,424.888
10/11/2010,3263.062,4787.819,1967.85,563.686,4197.566,8450.63,421.733
11/11/2010,3297.157,4761.815,1914.73,557.928,4144.406,8436.95,413.393
12/11/2010,3127.321,4674.221,1913.12,552.724,4076.68,8316.05,407.404
15/11/2010,3157.512,4649.464,1913.81,553.613,4139.316,8240.65,411.693
16/11/2010,3031.945,4687.427,1899.13,554.52,4139.316,8312.21,401.035
17/11/2010,2973.763,4687.427,1897.11,554.52,4069.31,8255.54,395.678
18/11/2010,3001.494,4703.395,1927.86,552.301,4120.617,8283.45,404.485
19/11/2010,3025.503,4766.84,1940.96,555.744,4203.598,8306.12,407.031
22/11/2010,3020.95,4782.295,1944.34,554.675,4186.887,8374.91,412.835
23/11/2010,2962.183,4686.547,1928.94,548.492,4147.348,8328.63,409.157
24/11/2010,2995.246,4649.027,1925.98,549.246,4124.539,8297.05,405.773
25/11/2010,3035.27,4696.594,1927.68,552.58,4097.488,8349.99,399.173
26/11/2010,3007.398,4595.109,1901.8,550.739,4053.58,8312.15,396.259
29/11/2010,3001.805,4589.577,1895.54,551.378,4053.58,8367.17,404.268
30/11/2010,2953.323,4404.203,1904.63,547.297,3953.7,8372.48,398.407
1/12/2010,2956.842,4536.095,1929.32,547.248,4002.88,8520.11,405.015
2/12/2010,2977.965,4646.912,1950.26,554.828,4148.898,8585.77,414.137
3/12/2010,2976.738,4622.295,1957.26,553.198,4176.477,8624.01,415.277
6/12/2010,2992.366,4656.688,1953.64,554.263,4223.117,8702.23,415.277
7/12/2010,3011.866,4656.688,1962.52,554.263,4197.918,8704.39,418.146
8/12/2010,2983.097,4708.269,1955.72,558.086,4221.09,8703.79,411.595
9/12/2010,2943.686,4678.078,1988.96,562.105,4209.418,8753.84,414.851
10/12/2010,2975.256,4617.073,1986.14,555.511,4135.75,8718.83,414.851
13/12/2010,3061.177,4555.347,1996.59,556.991,4115.379,8736.59,413.409
14/12/2010,3065.377,4543.352,2009.05,557.791,4148.027,8740.43,415.4
15/12/2010,3048.889,4510.855,2017.48,557.903,4089.76,8756.71,414.082
16/12/2010,3034.973,4376.218,2009.24,553.002,4039.4,8782.2,409.025
17/12/2010,3030.292,4398.972,2026.3,553.624,4057.33,8817.9,406.545
20/12/2010,2987.42,4397.514,2020.28,551.917,4077.06,8768.72,398.474
21/12/2010,3041.134,4496.223,2037.09,554.929,4091.86,8827.79,402.944
22/12/2010,3013.591,4456.913,2038.11,559.454,4113.688,8860.49,405.895
23/12/2010,2989.849,4430.45,2037.53,559.484,4166.039,8898.87,407.277
24/12/2010,2968.878,4430.45,2029.6,558.168,4166.039,8861.1,406.137
27/12/2010,2912.473,4466.034,2022.19,558.683,4166.039,8892.31,404.683
28/12/2010,2861.684,4515.294,2033.32,560.715,4163.988,8870.76,409.189
29/12/2010,2881.098,4556.317,2043.49,563.4,4199.309,8866.35,412.206
30/12/2010,2889.508,4546.577,2051,560.616,4201.137,8907.91,411.383
31/12/2010,2940.244,4546.577,2051,560.616,4201.137,8972.5,411.383
3/01/2011,2940.244,4586.563,2070.08,566.771,4215.207,9025.3,411.383
4/01/2011,2987.029,4612.615,2085.14,573.296,4218.727,8997.19,418.456
5/01/2011,2972.217,4647.826,2082.55,579.032,4212.977,8846.31,422.209
6/01/2011,2957.094,4568.8,2077.61,579.516,4217.25,8883.21,421.979
7/01/2011,2972.417,4400.514,2086.2,580.548,4202.52,8782.72,415.553
10/01/2011,2923.016,4193.895,2080.81,577.827,4112.578,8817.88,405.3
11/01/2011,2935.951,4150.519,2088.32,577.563,4032.37,8931.36,401.645
12/01/2011,2953.982,4289.349,2094.95,579.887,4037.23,8965,405.359
13/01/2011,2960.711,4308.08,2089.48,582.647,4070.11,8975.58,415.565
14/01/2011,2922.503,4317.78,2108.17,581.855,4132.039,8972.51,413.998
17/01/2011,2833.843,4268.263,2099.85,583.449,4148.156,8925.09,409.084
18/01/2011,2836.369,4284.205,2096.48,581.18,4072.59,8988,409.168
19/01/2011,2887.729,4276.225,2115.69,580.084,4039.56,9086.02,413.577
20/01/2011,2803.318,4171.411,2106.66,580.084,4006.24,9022.17,407.867
21/01/2011,2842.784,4067.667,2069.92,571.982,3951.04,8954.38,398.643
24/01/2011,2822.245,4038.994,2082.16,570.125,3902.71,8947.79,382.008
25/01/2011,2803.118,4165.5,2086.67,563.345,3960.3,8991.39,383.229
26/01/2011,2836.014,4275.093,2110.46,560.864,3931.64,9055.59,389.702
27/01/2011,2878.326,4280.173,2115.01,564.054,3990.49,9102.33,394.861
28/01/2011,2881.971,4234.829,2107.87,562.001,3970.34,9145.35,391.973
31/01/2011,2921.824,4111.476,2069.73,561.071,3881.47,9145.35,384.283
1/02/2011,2930.521,4160.168,2072.03,561.071,3830.49,9145.35,383.339
2/02/2011,2930.521,4214.404,2072.03,565.665,3891.07,9145.35,393.51
3/02/2011,2930.521,4214.404,2072.03,565.665,3888.55,9145.35,394.543
4/02/2011,2930.521,4242.658,2072.03,565.665,3872.35,9145.35,395.43
7/02/2011,2930.521,4246.218,2081.74,566.64,3880.03,9145.35,393.755
8/02/2011,2930.521,4207.596,2069.7,567.782,3878.48,9111.46,391.627
9/02/2011,2904.503,4133.586,2045.58,565.791,3843.37,9006.82,384.325
10/02/2011,2950.745,4070.94,2008.5,554.199,3738.31,8836.56,372.45
11/02/2011,2960.307,4109.231,1977.19,549.991,3749.15,8609.86,372.681
14/02/2011,3035.718,4150.67,2014.59,554.4,3796.73,8685.47,383.542
15/02/2011,3035.869,4150.67,2010.52,554.4,3790.78,8721.93,386.397
16/02/2011,3061.701,4147.062,1989.11,555.055,3812.04,8712.96,393.596
17/02/2011,3064.931,4180.856,1977.22,555.421,3866.38,8683.88,399.643
18/02/2011,3036.303,4276.309,2013.14,559.253,3851.24,8843.84,399.643
21/02/2011,3070.357,4283.439,2005.3,562.151,3837.44,8839.22,401.045
22/02/2011,2989.924,4217.4,1969.92,556.396,3784.07,8673.67,397.441
23/02/2011,2997.315,4258.789,1961.63,554.298,3757.04,8528.94,399.778
24/02/2011,3014.067,4199.029,1949.88,546.513,3730.84,8541.64,393.986
25/02/2011,3014.005,4205.398,1963.43,546.697,3737.04,8599.65,398.837
28/02/2011,3041.766,4249.448,1939.3,547.539,3766.73,8599.65,401.671
1/03/2011,3056.336,4311.295,1939.3,551.449,3784.23,8727.56,405.498
2/03/2011,3050.996,4282.909,1928.24,549.533,3773.71,8619.9,402.134
3/03/2011,3039.678,4306.902,1970.66,552.287,3834.05,8738.37,402.517
4/03/2011,3080.89,4387.038,2004.68,558.415,3882.71,8784.4,404.182
7/03/2011,3137.441,4419.255,1980.27,555.987,3886.48,8713.79,407.868
8/03/2011,3141.356,4435.463,1996.32,557.025,3898.87,8747.75,416.188
9/03/2011,3143.703,4465.21,2001.47,559.805,3926.86,8750.02,414.845
10/03/2011,3096.365,4451.981,1981.58,557.606,3959.94,8642.9,414.956
11/03/2011,3071.786,4377.231,1955.54,549.613,3924.35,8567.82,408.981
14/03/2011,3075.796,4423.875,1971.23,550.213,3918.7,8520.02,416.632
15/03/2011,3032.496,4358.518,1923.92,545.55,3896.31,8234.78,407.787
16/03/2011,3068.79,4356.604,1957.97,548.811,3878.44,8324.58,409.247
17/03/2011,3033.719,4287.97,1959.03,548.31,3817.38,8282.69,406.403
18/03/2011,3043.671,4299.83,1981.13,552.949,3839.88,8394.75,407.378
21/03/2011,3045.977,4349.061,2003.42,555.133,3844.31,8467.71,415.584
22/03/2011,3056.42,4347.851,2013.66,555.604,3854.14,8508.04,415.785
23/03/2011,3087.209,4417.994,2012.18,557.018,3855.52,8545.08,418.26
24/03/2011,3085.328,4499.504,2036.78,558.174,3841.54,8576.4,421.296
25/03/2011,3118.036,4504.182,2054.04,559.416,3875.81,8610.39,423.636
28/03/2011,3124.529,4487.899,2056.39,558.959,3913.98,8553.06,420.43
29/03/2011,3097.368,4465.236,2072.13,561.331,3907.23,8596.57,421.596
30/03/2011,3094.986,4529.865,2091.38,565.137,4023.74,8646.31,430.088
31/03/2011,3065.922,4598.421,2106.7,570.737,4055.14,8683.3,427.107
1/04/2011,3107.149,4638.231,2121.01,574.782,4129.539,8705.13,435.93
4/04/2011,3107.149,4612.312,2115.87,574.707,4209.43,8705.13,443.76
5/04/2011,3107.149,4581.08,2130.43,573.869,4167.09,8705.13,442.11
6/04/2011,3142.796,4635.061,2126.71,573.95,4212.52,8851.98,442.11
7/04/2011,3149.589,4647.933,2122.14,577.486,4219.43,8901.72,448.496
8/04/2011,3172.794,4656.145,2127.97,575.461,4241.008,8894.54,445.483
11/04/2011,3165.133,4658.329,2122.39,570.603,4227.988,8880.27,441.514
12/04/2011,3163.678,4618.954,2089.4,563.65,4199.477,8732.59,444.299
13/04/2011,3194.117,4654.506,2121.92,567.775,4203.68,8780.2,444.299
14/04/2011,3185.923,4617.822,2141.06,563.814,4234.957,8802.73,444.299
15/04/2011,3194.305,4654.873,2140.5,562.474,4251.637,8718.12,444.299
18/04/2011,3201.55,4651.633,2137.72,565.194,4269.188,8714.48,446.489
19/04/2011,3140.19,4660.164,2122.68,562.881,4245.207,8638.55,448.069
20/04/2011,3148.502,4757.436,2169.91,566.771,4274.77,8813.28,454.395
21/04/2011,3169.084,4756.616,2198.54,564.761,4274.77,8957.65,455.184
22/04/2011,3152.122,4756.616,2197.82,563.382,4274.77,8969.43,452.226
25/04/2011,3104.455,4732.037,2216,563.64,4331.363,8950.75,451.985
26/04/2011,3077.216,4704.115,2206.3,564.257,4305.566,8948.14,447.753
27/04/2011,3063.826,4743.774,2206.7,565.383,4321.316,9049.25,449.522
28/04/2011,3023.881,4747.347,2208.35,567.324,4278.828,9040.77,445.361
29/04/2011,3049.19,4746.524,2192.36,567.196,4319.508,9007.87,444.944
2/05/2011,3049.19,4797.006,2228.96,567.196,4326.758,9007.87,444.944
3/05/2011,3070.722,4752.833,2200.73,565.629,4319.367,8946.08,433.38
4/05/2011,3001.389,4764.379,2180.64,564.889,4298.207,8947.35,434.52
5/05/2011,3008.122,4752.641,2180.64,561.726,4248.68,9018.61,434.52
6/05/2011,2999.171,4735.99,2147.45,559.718,4219.066,8977.23,423.489
9/05/2011,3008.084,4704.154,2139.17,560.886,4257.148,9035.48,434.492
10/05/2011,3027.166,4730.193,2139.17,561.95,4303.129,9023.28,440.639
11/05/2011,3019.565,4792.626,2166.63,566.934,4335.039,9020.4,447.341
12/05/2011,2978.363,4731.479,2122.65,565.43,4312.008,9033.68,439.354
13/05/2011,3006.667,4755.194,2120.08,568.229,4292.109,9006.61,438.307
16/05/2011,2983.624,4711.376,2104.18,566.295,4300.809,8911.71,438.307
17/05/2011,2987.48,4711.376,2102.41,566.295,4261.598,8884.09,438.307
18/05/2011,3008.452,4766.828,2135.78,568.53,4303.309,8944.84,434.1
19/05/2011,2994.602,4810.436,2095.51,569.685,4297.93,8892.88,434.937
20/05/2011,2993.517,4833.513,2111.5,568.819,4285.156,8837.03,431.3
23/05/2011,2905.749,4696.705,2055.71,564.098,4263.188,8747.51,424.268
24/05/2011,2897.733,4689.714,2061.76,565.531,4227.078,8756.61,429.279
25/05/2011,2871.301,4688.794,2035.87,565.389,4190.977,8727.09,426.093
26/05/2011,2865.883,4732.651,2091.91,568.421,4230.559,8788.4,428.995
27/05/2011,2838.112,4747.395,2100.24,571.309,4274.508,8810,430.221
30/05/2011,2834.526,4744.446,2093.79,568.906,4295.238,8823.68,434.502
31/05/2011,2873.063,4747.713,2142.47,573.66,4244.637,8988.84,432.682
1/06/2011,2873.107,4743.354,2141.34,573.804,4286.457,9062.35,429.391
2/06/2011,2832.973,4743.354,2114.2,575.019,4324.977,8991.36,424.886
3/06/2011,2856.895,4763.857,2113.47,576.199,4297.617,9046.28,422.788
6/06/2011,2856.895,4748.422,2113.47,572.819,4258.898,9046.28,417.307
7/06/2011,2874.171,4749.779,2099.71,572.733,4236.449,9057.1,409.852
8/06/2011,2880.728,4715.51,2083.35,573.946,4255.438,9007.53,403.92
9/06/2011,2832.451,4689.618,2071.42,573.652,4224.34,9000.94,405.827
10/06/2011,2834.705,4664.545,2046.67,576.077,4219.578,8837.82,406.39
13/06/2011,2829.99,4621.367,2048.74,572.432,4171.539,8712.95,405.091
14/06/2011,2860.808,4648.479,2076.83,573.474,4140.27,8829.21,414.442
15/06/2011,2834.893,4687.363,2086.53,576.496,4201.379,8831.45,411.975
16/06/2011,2791.811,4612.869,2046.63,575.587,4173.078,8654.43,407.112
17/06/2011,2769.229,4590.128,2031.93,578.425,4153.109,8636.1,406.048
20/06/2011,2746.478,4606.042,2019.65,576.573,4153.109,8530.68,403.127
21/06/2011,2772.754,4677.434,2048.17,576.833,4211.809,8597.62,411.374
22/06/2011,2775.502,4716.652,2063.9,579.761,4245.277,8621.04,408.725
23/06/2011,2816.147,4724.679,2055.86,577.846,4241.137,8567.28,404.116
24/06/2011,2877.049,4755.022,2090.81,578.699,4291.438,8532.83,408.386
27/06/2011,2889.589,4708.858,2070.29,578.058,4289.289,8500.16,404.048
28/06/2011,2890.513,4735.5,2062.91,581.735,4289.988,8478.86,406.098
29/06/2011,2858.35,4735.5,2094.42,583.121,4249.348,8573.38,415.427
30/06/2011,2893.53,4823.627,2100.69,584.926,4291.207,8652.59,420.504
1/07/2011,2890.612,4890.353,2125.74,586.676,4351.629,8739.82,420.504
4/07/2011,2946.493,4939.495,2145.3,586.035,4421.559,8774.72,441.99
5/07/2011,2950.15,4884.619,2161.75,586.114,4439.609,8784.44,439.726
6/07/2011,2943.878,4854.984,2171.19,590.078,4398.75,8824.44,432.301
7/07/2011,2926.761,4882.908,2180.59,589.693,4375.848,8773.42,436.215
8/07/2011,2930.399,4986.63,2180.35,590.957,4391.457,8749.55,439.62
11/07/2011,2935.483,4977.449,2157.16,588.475,4375.859,8665.85,433.545
12/07/2011,2885.297,4898.895,2109.73,584.157,4350.09,8491.01,425.181
13/07/2011,2928.01,4944.408,2129.64,585.492,4404,8488.06,431.564
14/07/2011,2943.648,4966.803,2130.07,584.509,4423.547,8481.35,433.593
15/07/2011,2953.831,5016.237,2145.2,583.452,4458.738,8574.91,433.593
18/07/2011,2950.228,5029.753,2130.48,577.19,4476.008,8538.57,434.258
19/07/2011,2929.579,4987.949,2130.21,574.058,4485.648,8524.57,441.58
20/07/2011,2926.555,5006.649,2154.95,576.511,4507.039,8706.17,443.21
21/07/2011,2896.9,5031.807,2145.04,578.762,4480.008,8717.14,443.802
22/07/2011,2901.965,5090.77,2171.23,579.265,4478.359,8765.32,454.172
25/07/2011,2816.069,5052.184,2150.48,577.148,4480.5,8683.51,455.529
26/07/2011,2830.998,5124,2168.7,577.55,4465.867,8794.24,452.188
27/07/2011,2852.318,5197.379,2174.31,576.331,4482.887,8817.49,455.121
28/07/2011,2836.845,5125.59,2155.85,573.816,4482.797,8767.2,456.635
29/07/2011,2829.466,5106.573,2133.21,572.923,4503.629,8644.18,455.411
1/08/2011,2831.598,5202.726,2172.31,576.366,4550.527,8701.38,458.762
2/08/2011,2805.822,5193.241,2121.27,575.276,4541.227,8584.72,455.712
3/08/2011,2805.001,5137.71,2066.26,571.415,4488.449,8456.86,450.237
4/08/2011,2810.749,5112.252,2018.47,572.325,4501.527,8317.27,445.871
5/08/2011,2750.526,4860.019,1943.75,562.788,4437.547,7853.13,432.396
8/08/2011,2646.543,4777.638,1869.45,550.987,4331.238,7552.8,425.804
9/08/2011,2645.746,4629.889,1801.35,541.749,4157.027,7493.12,409.811
10/08/2011,2669.916,4805.648,1806.24,544.444,4290.137,7736.32,416.599
11/08/2011,2703.891,4797.309,1817.44,543.579,4311.02,7719.09,417.666
12/08/2011,2715.984,4810.366,1793.31,545.509,4321.727,7637.02,417.666
15/08/2011,2751.239,4905.915,1793.31,552.385,4332.629,7819.39,427.109
16/08/2011,2731.679,4892.478,1879.87,552.217,4372.699,7798.59,422.491
17/08/2011,2724.498,4892.478,1892.67,554.067,4340.27,7741.76,429.044
18/08/2011,2680.654,5006.706,1860.58,554.213,4403.539,7614.97,430.023
19/08/2011,2654.345,4755.243,1744.88,546.52,4339.898,7342.96,418.456
22/08/2011,2635.119,4737.164,1710.7,541.458,4291.109,7312.59,415.987
23/08/2011,2675.175,4793.221,1776.68,545.629,4375.387,7550.23,411.699
24/08/2011,2661.617,4741.492,1754.78,539.667,4366.449,7502.93,405.732
25/08/2011,2739.381,4726.433,1764.58,537.951,4342.688,7410.87,398.994
26/08/2011,2736.149,4720.085,1778.95,529.149,4305.559,7445.1,406.036
29/08/2011,2698.658,4720.085,1829.5,529.826,4305.559,7578.01,413.88
30/08/2011,2688.327,4720.085,1843.82,529.826,4305.559,7646.19,408.841
31/08/2011,2689.082,4720.085,1880.11,529.826,4348.5,7741.36,421.005
1/09/2011,2677.196,4720.085,1880.7,529.826,4366.59,7757.76,421.934
2/09/2011,2648.105,4720.085,1867.75,541.469,4392.906,7757.06,417.715
5/09/2011,2596.274,4777.72,1785.83,536.885,4382.559,7551.57,409.424
6/09/2011,2587.625,4807.913,1766.71,533.242,4303.078,7367.19,411.755
7/09/2011,2635.322,4964.244,1833.46,537.338,4315.207,7529.01,418.538
8/09/2011,2617.307,4958.314,1846.64,539.118,4356.727,7548.37,419.937
9/09/2011,2616.102,4928.409,1812.93,538.527,4346.066,7610.57,414.526
12/09/2011,2616.102,4784.362,1812.93,529.638,4297.848,7610.57,404.629
13/09/2011,2588.428,4761.114,1812.93,530.008,4292.906,7391.37,400.652
14/09/2011,2602.619,4634.38,1749.16,525.707,4258.859,7228.47,397.365
15/09/2011,2596.586,4603.88,1774.08,523.745,4291.398,7385.68,403.683
16/09/2011,2600.052,4676.147,1840.1,523.745,4290.168,7577.4,402.437
19/09/2011,2553.369,4574.249,1820.94,517,4307.988,7480.88,396.172
20/09/2011,2563.816,4576.691,1837.97,515.685,4219.816,7492.85,401.365
21/09/2011,2632.085,4495.262,1854.28,518.746,4204.289,7535.88,402.802
22/09/2011,2558.852,4026.27,1800.55,505.151,4096.098,7305.5,386.093
23/09/2011,2548.523,4147.105,1697.44,497.095,3885.96,7046.22,373.266
26/09/2011,2506.772,4026.679,1652.71,485.027,3721.22,6877.12,353.643
27/09/2011,2529.705,4239.689,1735.71,498.036,3721.22,7089.95,372.955
28/09/2011,2505.522,4318.194,1723.09,502.075,3876.12,7146.98,366.097
29/09/2011,2477.526,4369.972,1769.29,507.596,3877.63,7182.61,364.204
30/09/2011,2471.101,4377.509,1769.65,508.579,3999.65,7225.38,359.401
3/10/2011,2471.101,4103.973,1769.65,500.739,3865.83,7013.97,339.11
4/10/2011,2471.101,4007.182,1706.19,496.544,3829.92,7047.87,332.48
5/10/2011,2471.101,4037.879,1666.52,500.998,3823.13,6989.15,337.144
6/10/2011,2471.101,4250.77,1710.32,508.852,3890.52,7132,360.505
7/10/2011,2471.101,4225.198,1759.77,511.429,4009.26,7211.96,361.936
10/10/2011,2456.022,4272.481,1766.44,510.27,4040.58,7211.96,367.834
11/10/2011,2460.089,4400.34,1795.02,516.575,4109.27,7398.71,378.965
12/10/2011,2534.957,4546.734,1809.5,523.086,4119.707,7382.35,379.58
13/10/2011,2554.556,4595.368,1823.1,529.863,4134.477,7428.33,372.783
14/10/2011,2546.804,4574.317,1835.4,528.244,4153.398,7358.08,381.504
17/10/2011,2556.267,4653.865,1865.18,537.44,4214.449,7461.12,390.715
18/10/2011,2496.64,4517.649,1838.9,527.593,4157.258,7359.48,382.597
19/10/2011,2490.352,4616.815,1855.92,532.19,4193.547,7353.37,375.195
20/10/2011,2442.027,4525.365,1805.09,528.928,4170.566,7244.32,362.948
21/10/2011,2427.271,4514.628,1838.38,527.341,4166.598,7254.51,368.751
24/10/2011,2482.806,4656.732,1898.32,531.82,4201.078,7470.3,368.751
25/10/2011,2523.948,4663.262,1888.65,535.441,4242.52,7491.21,384.376
26/10/2011,2542.58,4706.825,1894.31,535.441,4224.758,7535.82,382.3
27/10/2011,2551.05,4793.713,1922.04,540.516,4267.5,7565.21,391.428
28/10/2011,2590.571,4829.55,1929.48,545.804,4333.719,7616.06,399.883
31/10/2011,2585.102,4773.877,1909.03,549.136,4333.719,7587.69,399.748
1/11/2011,2587.018,4619.805,1909.63,541.85,4333.719,7622.01,389.558
2/11/2011,2622.787,4746.951,1898.01,540.676,4260.406,7598.45,393.927
3/11/2011,2626.913,4662.343,1869.96,537.467,4210.25,7460.31,388.828
4/11/2011,2648.163,4775.163,1928.41,543.306,4271.719,7603.23,388.385
7/11/2011,2628.835,4772.954,1919.1,543.306,4271.719,7621.72,386.443
8/11/2011,2622.629,4805.896,1903.14,544.239,4314.668,7600.79,397.522
9/11/2011,2644.672,4887.343,1907.53,547.161,4346.199,7561.86,389.345
10/11/2011,2597.123,4778.126,1813.25,540.833,4285.059,7308.68,388.241
11/11/2011,2598.703,4764.311,1863.45,539.621,4312.957,7367.29,387.671
14/11/2011,2648.577,4846.831,1902.81,543.943,4356.867,7525.65,394.046
15/11/2011,2649.626,4807.519,1886.12,543.497,4363.727,7491.06,392.927
16/11/2011,2583.77,4811.766,1856.07,543.328,4341.617,7387.52,396.118
17/11/2011,2579.666,4764.08,1876.67,538.522,4334.656,7387.81,392.683
18/11/2011,2531.059,4692.4,1839.17,534.424,4302.43,7233.78,387.548
21/11/2011,2529.586,4584.053,1820.03,527.23,4299.469,7042.64,380.485
22/11/2011,2526.957,4665.747,1826.28,528.254,4289.75,7000.03,385.157
23/11/2011,2508.583,4595.789,1783.1,526.002,4271.59,6806.43,383.211
24/11/2011,2511.184,4615.402,1795.06,530.954,4237.648,6864.39,385.45
25/11/2011,2493.026,4520.464,1776.4,525.573,4261.59,6784.52,378.505
28/11/2011,2496.023,4538.142,1815.28,525.573,4227.879,6898.78,386.707
29/11/2011,2526.826,4602.692,1856.52,530.699,4211.039,6988.65,388.336
30/11/2011,2444.451,4631.818,1847.51,540.592,4211.039,6904.12,392.363
1/12/2011,2500.631,4726.666,1916.18,544.888,4290.59,7178.69,403.367
2/12/2011,2473.461,4731.934,1916.04,547.05,4290.918,7140.68,408.643
5/12/2011,2444.863,4735.2,1922.9,546.672,4291.719,7098.08,408.643
6/12/2011,2436.962,4702.288,1902.82,543.384,4282.77,6956.28,408.371
7/12/2011,2444.073,4758.134,1919.42,544.33,4315.168,7033,416.871
8/12/2011,2440.904,4733.505,1912.39,540.625,4312.887,6982.9,415.081
9/12/2011,2425.634,4699.357,1874.75,535.159,4292.5,6893.3,409.195
12/12/2011,2400.793,4750.243,1899.76,537.914,4276.34,6949.04,409.195
13/12/2011,2355.963,4692.892,1864.06,537.002,4282.617,6896.31,407.464
14/12/2011,2334.893,4674.589,1857.75,535.481,4285.93,6922.57,406.091
15/12/2011,2284.965,4592.548,1819.11,535.557,4282.668,6764.59,403.771
16/12/2011,2330.844,4698.619,1839.96,536.484,4304.938,6785.09,407.458
19/12/2011,2323.915,4706.784,1776.93,540.174,4318.117,6633.33,407.316
20/12/2011,2321.479,4687.077,1793.06,535.522,4342.18,6662.64,407.397
21/12/2011,2295.524,4746.283,1848.41,542.761,4368.879,6966.48,413.56
22/12/2011,2290.352,4749.949,1847.49,545.155,4370.457,6966.35,411.458
23/12/2011,2309.719,4751.847,1867.22,547.711,4372.238,7110.73,407.714
26/12/2011,2294.305,4751.847,1856.7,547.711,4387.059,7092.58,406.313
27/12/2011,2269.369,4750.524,1842.02,549.268,4361.43,7085.03,405.274
28/12/2011,2273.303,4697.274,1825.12,550.89,4336.629,7056.67,405.454
29/12/2011,2277.03,4749.348,1825.74,551.754,4371.957,7074.82,405.934
30/12/2011,2304.116,4760.158,1825.74,559.517,4371.957,7072.08,406.614
